tipo_de_propiedad,lugar,lat-lon,precio,moneda,precio_aprox_local,precio_aprox_usd,superficie_total_en_m2,superficie_cubierta_en_m2,precio_por_m2_usd,precio_por_m2,lat,lon
Apartamento,Miguel Hidalgo,"19.456595,-99.20456",751000,MXN,744206.07,39567.54,59,59,670.6362711864407,12728.81356,19.456595,-99.20456
Apartamento,Coyoacán,"19.328833,-99.133163",2025000,MXN,2006681.12,106690.12,60,60,1778.1686666666667,33750,19.328833,-99.133163
Apartamento,Iztacalco,"19.4113101,-99.064722",955000,MXN,946585.15,50327.52,76,76,662.2042105,12565.78947,19.4113101,-99.064722
Casa,Álvaro Obregón,"19.359668,-99.220902",2616000,MXN,2592334.92,137827.84,150,150,918.8522666666667,17440,19.359668,-99.220902
Apartamento,Iztacalco,"23.634501,-102.552788",1174945,MXN,1164316.11,61903.72,44,44,1406.9027272727274,26703.29545,23.634501,-102.552788
Apartamento,Miguel Hidalgo,"19.443486,-99.211871",1880000,MXN,1862992.83,99050.58,110,110,900.4598181818182,17090.90909,19.443486,-99.211871
Apartamento,Iztacalco,"19.392349,-99.07093",850000,MXN,842310.64,44783.51,56,56,799.7055357142857,15178.57143,19.392349,-99.07093
Apartamento,Gustavo A Madero,"19.504602,-99.153096",652000,MXN,646101.69,34351.58,69,69,497.8489855072464,9449.275362,19.504602,-99.153096
Casa,Iztapalapa,"19.34343,-98.988029",1800000,MXN,1783716.69,94835.67,150,280,632.2378,6428.571429,19.34343,-98.988029
Casa,Iztapalapa,"19.3211179,-99.0755302",2000000,MXN,1981907.31,105372.96,484,253,217.7127273,7905.13834,19.3211179,-99.0755302
Casa,Miguel Hidalgo,"19.404579758,-99.2446129024",1000000,USD,18808500,1000000,470,550,2127.659574,1818.181818,19.40457976,-99.2446129
Casa,Cuauhtémoc,"19.450604,-99.144306",13230000,MXN,13110317.84,697042.18,550,550,1267.3494181818182,24054.54545,19.450604,-99.144306
Apartamento,Álvaro Obregón,"19.384327,-99.215523",653334,MXN,647423.74,34421.87,55,55,625.8521818181819,11878.8,19.384327,-99.215523
Apartamento,Benito Juárez,"19.40099,-99.161174",2293333,MXN,2272586.85,120827.65,90,90,1342.5294444444444,25481.47778,19.40099,-99.161174
Casa,Gustavo A Madero,"19.515243,-99.132178",657000,MXN,651056.41,34615.01,59,59,586.6950847457628,11135.59322,19.515243,-99.132178
Apartamento,Azcapotzalco,"19.4653758,-99.1589568",2291362,MXN,2332901.01,124034.4,66,66,1879.309091,35346.98499999999,19.4653758,-99.1589568
Apartamento,Cuauhtémoc,"19.407187,-99.172405",4430700,MXN,4390618.62,233438,98,98,2382.0204081632655,45211.22449,19.407187,-99.172405
Apartamento,Benito Juárez,"19.400959,-99.162199",2290000,MXN,2269283.89,120652.04,90,90,1340.5782222222222,25444.44444,19.400959,-99.162199
Casa,Venustiano Carranza,"19.445241,-99.102692",1260000,MXN,1248601.52,66384.96,79,79,840.3159493670887,15949.36709,19.445241,-99.102692
Apartamento,Venustiano Carranza,"19.439037,-99.119514",659000,MXN,653038.45,34720.39,50,50,694.4078,13180,19.439037,-99.119514
Apartamento,Tláhuac,"19.2990233,-99.0436467",1578410,MXN,1564502.12,83180.59,127,127,654.9652755905512,12428.4252,19.2990233,-99.0436467
Casa,Miguel Hidalgo,"19.400249,-99.177444",5681960,MXN,5630559.39,299362.49,195,195,1535.1922564102563,29138.25641,19.400249,-99.177444
Apartamento,Benito Juárez,"19.381729,-99.164986",4828156,MXN,4784479.14,254378.56,118,118,2155.7505084745762,40916.57627,19.381729,-99.164986
Apartamento,Álvaro Obregón,"19.378233,-99.2054",1890000,MXN,1872902.46,99577.45,115,115,865.8908695652174,16434.78261,19.378233,-99.2054
Casa,Magdalena Contreras,"19.304898,-99.241515",12000000,MXN,11891444.66,632237.8,252,252,2508.880158730159,47619.04762,19.304898,-99.241515
Apartamento,Miguel Hidalgo,"19.443851,-99.202732",7927625,MXN,7855909.45,417678.68,243,243,1718.8423045267489,32623.97119,19.443851,-99.202732
Apartamento,Iztapalapa,"19.357981,-99.080612",838304,MXN,830720.47,44167.29,49,49,901.3732653061224,17108.2449,19.357981,-99.080612
Apartamento,Cuajimalpa,"19.390415,-99.254997",14300000,MXN,14173998.7,753595.38,226,226,3334.492831858407,63274.33628,19.390415,-99.254997
Casa,Xochimilco,"19.26328,-99.118411",1800000,MXN,1783716.69,94835.67,108,108,878.1080555555556,16666.66667,19.26328,-99.118411
Apartamento,Miguel Hidalgo,"19.445816,-99.170462",1725000,MXN,1709395.09,90884.18,70,70,1298.3454285714286,24642.85714,19.445816,-99.170462
Apartamento,Benito Juárez,"19.387651,-99.142257",750000,MXN,743215.24,39514.86,90,90,439.05400000000003,8333.333333,19.387651,-99.142257
Casa,Gustavo A Madero,"19.467705,-99.066788",1875000,MXN,1858038.11,98787.15,200,200,493.93575,9375,19.467705,-99.066788
Apartamento,Venustiano Carranza,"19.4306069,-99.0949899",479613,MXN,475386.9,25275.11,62,42,407.6630645,11419.35714,19.4306069,-99.0949899
Apartamento,Cuauhtémoc,"19.430132,-99.169144",8350000,MXN,8274463.46,439932.13,147,147,2992.7355782312925,56802.72109,19.430132,-99.169144
Apartamento,Azcapotzalco,"19.464437,-99.175369",1036000,MXN,1026627.92,54583.19,60,60,909.7198333333333,17266.66667,19.464437,-99.175369
Apartamento,Cuauhtémoc,"19.441646,-99.151884",8550000,MXN,8474663.58,450576.26,135,135,3337.601926,63333.33333,19.441646,-99.151884
Apartamento,Coyoacán,"19.350214,-99.162146",1339000,MXN,1326887.01,70547.2,42,42,1679.695238095238,31880.95238,19.350214,-99.162146
Apartamento,Miguel Hidalgo,"19.4336394,-99.1871364",9200000,MXN,9116774.3,484715.65,144,144,3366.080903,63310.932638888895,19.4336394,-99.1871364
Apartamento,Álvaro Obregón,"19.334546,-99.207876",1439000,MXN,1425982.41,75815.85,70,70,1083.0835714285715,20557.14286,19.334546,-99.207876
Casa,Benito Juárez,"19.362864,-99.173988",4099480,MXN,4063358.24,216038.4,200,200,1080.192,20497.4,19.362864,-99.173988
Apartamento,Benito Juárez,"19.39868,-99.132459",1735000,MXN,1719304.54,91411.04,197,197,464.01543147208116,8807.106599,19.39868,-99.132459
Apartamento,Álvaro Obregón,"19.3605334,-99.2267067",2155000,MXN,2136011.56,113566.29,60,60,1892.7714999999998,35916.66667,19.3605334,-99.2267067
Apartamento,Coyoacán,"19.347664,-99.125001",1623333,MXN,1609029.36,85547.99,85,85,1006.4469411764707,19098.03529,19.347664,-99.125001
Apartamento,Benito Juárez,"19.3978,-99.175813",4506600,MXN,4465831.93,237436.9,117,117,2029.3752136752137,38517.94872,19.3978,-99.175813
Casa,Venustiano Carranza,"19.423249,-99.114297",5678673,MXN,5628636.6,299260.26,350,350,855.0293142857143,16224.78,19.423249,-99.114297
Casa,Iztapalapa,"19.3433456,-99.0233065",2000000,MXN,1981907.31,105372.96,130,130,810.5612308,15245.440846153846,19.3433456,-99.0233065
Apartamento,Tláhuac,"19.301945,-99.0495332",360000,MXN,356827.9,18971.63,56,56,338.7791071428572,6428.571429,19.301945,-99.0495332
Casa,Tlalpan,"19.26723,-99.155769",1596000,MXN,1581562,84087.62,100,100,840.8761999999999,15960,19.26723,-99.155769
Apartamento,Benito Juárez,"23.634501,-102.552788",1500000,MXN,1486430.48,79029.72,100,100,790.2972,15000,23.634501,-102.552788
Casa,Coyoacán,"19.316264,-99.131627",2810000,MXN,2784579.8,148049.01,70,70,2114.985857142857,40142.85714,19.316264,-99.131627
Apartamento,Tláhuac,"19.29312,-99.052935",621864,MXN,616238.3,32763.82,60,60,546.0636666666667,10364.4,19.29312,-99.052935
Apartamento,Gustavo A Madero,"19.498335,-99.131701",3550000,MXN,3517885.6,187037.01,120,120,1558.64175,29583.33333,19.498335,-99.131701
Casa,Álvaro Obregón,"19.380474,-99.245664",741000,MXN,734470.79,39049.94,150,150,260.33293333333336,4940,19.380474,-99.245664
Casa,Coyoacán,"19.335068,-99.138237",2440000,MXN,2417927.09,128555.02,210,210,612.1667619047619,11619.04762,19.335068,-99.138237
Casa,Magdalena Contreras,"19.315096,-99.261279",14700000,MXN,14567019.8,774491.31,553,553,1400.5267811934903,26582.27848,19.315096,-99.261279
Casa,Álvaro Obregón,"19.338718,-99.252605",6006196,MXN,5953273.75,316520.39,260,260,1217.3861153846156,23100.75385,19.338718,-99.252605
Apartamento,Miguel Hidalgo,"19.426538,-99.223946",16500000,MXN,16350736.5,869326.98,225,225,3863.6754666666666,73333.33333,19.426538,-99.223946
Apartamento,Benito Juárez,"19.36269,-99.150565",1260000,MXN,1248601.52,66384.96,80,80,829.8120000000001,15750,19.36269,-99.150565
Apartamento,Cuauhtémoc,"19.441733,-99.161653",1819200,MXN,1802743,95847.25,130,130,737.2865384615385,13993.84615,19.441733,-99.161653
Apartamento,Iztapalapa,"19.324947,-99.083468",624667,MXN,619015.94,32911.5,54,54,609.4722222222222,11567.90741,19.324947,-99.083468
Casa,Álvaro Obregón,"19.320661,-99.204251",3400000,USD,63948900,3400000,926,926,3671.706263,3671.706263,19.320661,-99.204251
Casa,Benito Juárez,"19.401406,-99.156836",2425970,MXN,2404023.85,127815.82,371,371,344.51703504043127,6539.002695,19.401406,-99.156836
Apartamento,Benito Juárez,"19.391834,-99.188695",1360000,MXN,1348016.66,71670.61,80,80,895.882625,17000,19.391834,-99.188695
Apartamento,Álvaro Obregón,"19.360367,-99.192614",1470000,MXN,1456701.96,77449.13,50,50,1548.9826,29400,19.360367,-99.192614
Apartamento,Benito Juárez,"19.39365,-99.14769",6895458,MXN,6833079.71,363297.43,155,155,2343.854387096774,44486.82581,19.39365,-99.14769
Apartamento,Benito Juárez,"19.388433,-99.175962",5990000,MXN,5935812.69,315592.03,70,70,4508.457571428572,85571.42857,19.388433,-99.175962
Apartamento,Tlalpan,"19.298168,-99.113106",1790000,MXN,1773807.06,94308.8,57,57,1654.540350877193,31403.50877,19.298168,-99.113106
Apartamento,Miguel Hidalgo,"19.400249,-99.177444",4600000,MXN,4559467.98,242415.29,170,170,1425.9722941176472,27058.82353,19.400249,-99.177444
Apartamento,Gustavo A Madero,"19.469681,-99.086136",1150000,MXN,1139596.67,60589.45,52,52,1165.1817307692306,22115.38462,19.469681,-99.086136
Apartamento,Benito Juárez,"19.392025,-99.135302",696437,MXN,690136.71,36692.81,60,60,611.5468333333333,11607.28333,19.392025,-99.135302
Apartamento,Tláhuac,"19.301945,-99.049533",644000,MXN,638174.09,33930.09,60,60,565.5015,10733.33333,19.301945,-99.049533
Apartamento,Álvaro Obregón,"19.379134,-99.253631",2898000,MXN,2871783.91,152685.43,64,64,2385.709844,45281.25,19.379134,-99.253631
Apartamento,Cuauhtémoc,"19.415143,-99.14685",692000,MXN,685739.85,36459.04,70,70,520.8434285714286,9885.714286,19.415143,-99.14685
Apartamento,Gustavo A Madero,"19.524143,-99.160149",650000,MXN,644272.56,34254.33,60,60,570.9055,10833.33333,19.524143,-99.160149
Casa,Azcapotzalco,"19.489815,-99.206729",2920000,MXN,2893584.84,153844.53,175,175,879.1116,16685.71429,19.489815,-99.206729
Apartamento,Benito Juárez,"19.393257,-99.157113",1360000,MXN,1347696.92,71653.61,70,70,1023.623,19428.57143,19.393257,-99.157113
Apartamento,Benito Juárez,"19.39945,-99.164717",2830000,MXN,2804398.88,149102.74,95,95,1569.5025263157893,29789.47368,19.39945,-99.164717
Apartamento,Álvaro Obregón,"19.336195,-99.23692",1722000,MXN,1706422.22,90726.12,91,91,996.9903296703296,18923.07692,19.336195,-99.23692
Apartamento,Miguel Hidalgo,"19.410419,-99.194748",1163000,MXN,1152752.46,61288.91,80,80,766.1113750000001,14537.5,19.410419,-99.194748
Apartamento,Miguel Hidalgo,"19.4374246,-99.1905651",4850000,MXN,4806125.47,255529.44,60,60,4258.824,80102.09116666667,19.4374246,-99.1905651
Casa,Tlalpan,"19.303358,-99.203",24000000,MXN,23782889.51,1264475.61,780,780,1621.122576923077,30769.23077,19.303358,-99.203
Casa,Álvaro Obregón,"19.3559202,-99.1802147",13500000,MXN,13381047.76,711436.2,177,400,4019.413559,33750,19.3559202,-99.1802147
Apartamento,Cuauhtémoc,"19.416616,-99.160027",2450000,MXN,2428412.26,129112.49,136,136,949.3565441176471,18014.70588,19.416616,-99.160027
Apartamento,Gustavo A Madero,"19.479793,-99.100174",807120,MXN,799818.48,42524.31,60,60,708.7384999999999,13452,19.479793,-99.100174
Apartamento,Cuajimalpa,"19.3577935962,-99.2744779587",12418795,MXN,12309369.53,654457.8,205,205,3192.477073,60579.4878,19.3577936,-99.27447796
Apartamento,Benito Juárez,"19.400785,-99.147419",1004878,MXN,995787.44,52943.48,80,80,661.7935,12560.975,19.400785,-99.147419
Casa,Coyoacán,"19.353813,-99.163605",7900000,MXN,7828534.43,416223.22,177,340,2351.543616,23235.29412,19.353813,-99.163605
Apartamento,Miguel Hidalgo,"19.434723,-99.175887",2501000,MXN,2478962.93,131800.14,90,90,1464.4460000000001,27788.88889,19.434723,-99.175887
Casa,Álvaro Obregón,"19.343294,-99.240456",11500000,MXN,11395967.83,605894.56,400,400,1514.7364,28750,19.343294,-99.240456
Apartamento,Azcapotzalco,"19.497521,-99.203979",1039333,MXN,1029930.88,54758.8,66,66,829.6787879,15747.4697,19.497521,-99.203979
Apartamento,Miguel Hidalgo,"19.45789,-99.20016",751000,MXN,744206.07,39567.54,59,59,670.6362711864407,12728.81356,19.45789,-99.20016
Apartamento,Benito Juárez,"19.364891,-99.148384",2557700,MXN,2534562.17,134756.21,73,73,1845.9754794520547,35036.9863,19.364891,-99.148384
Apartamento,Iztapalapa,"19.363469,-99.010141",330000,MXN,327014.54,17386.53,48,48,362.21937499999996,6875,19.363469,-99.010141
Apartamento,Xochimilco,"19.260421,-99.120697",1750000,MXN,1734168.9,92201.34,90,90,1024.4593333333332,19444.44444,19.260421,-99.120697
Casa,Magdalena Contreras,"19.318155,-99.220718",6500000,MXN,6441199.16,342462.14,229,229,1495.4678602620088,28384.27948,19.318155,-99.220718
Apartamento,Benito Juárez,"19.39942,-99.141673",1169691,MXN,1159384.52,61641.52,75,75,821.8869333333333,15595.88,19.39942,-99.141673
Apartamento,Benito Juárez,"19.395261,-99.153153",2506666,MXN,2484578.96,132098.73,90,90,1467.7636666666667,27851.84444,19.395261,-99.153153
Casa,Gustavo A Madero,"19.497346,-99.089531",1195333,MXN,1184519.64,62977.89,257,257,245.05015564202336,4651.101167,19.497346,-99.089531
Apartamento,Miguel Hidalgo,"19.436516,-99.173988",4995400,MXN,4950210.24,263190.06,87,87,3025.173103448276,57418.3908,19.436516,-99.173988
Apartamento,Iztacalco,"19.400097,-99.122093",1699000,MXN,1683630.27,89514.33,51,51,1755.1829411764706,33313.72549,19.400097,-99.122093
Apartamento,Iztapalapa,"19.393751,-99.049999",510000,MXN,519245.5,27606.96,48,48,575.145,10625,19.393751,-99.049999
Casa,Iztacalco,"19.377089,-99.125557",2415000,MXN,2393153.1,127237.85,274,274,464.3717153284672,8813.868613,19.377089,-99.125557
Apartamento,Cuauhtémoc,"19.416979,-99.144176",999600,MXN,990557.17,52665.4,45,45,1170.3422222222223,22213.33333,19.416979,-99.144176
Casa,Cuauhtémoc,"19.410687,-99.138477",2580000,MXN,2557266.85,135963.36,385,385,353.15158441558435,6701.298701,19.410687,-99.138477
Apartamento,Benito Juárez,"19.365843,-99.149901",1113003,MXN,1102934.38,58640.21,50,50,1172.8042,22260.06,19.365843,-99.149901
Apartamento,Álvaro Obregón,"19.365686,-99.263209",3420000,MXN,3389061.67,180187.77,126,126,1430.0616666666665,27142.85714,19.365686,-99.263209
Apartamento,Álvaro Obregón,"19.36678,-99.21145",1050000,MXN,1040501.26,55320.8,71,71,779.1661971830987,14788.73239,19.36678,-99.21145
Apartamento,Coyoacán,"19.323772,-99.116562",754900,MXN,748070.84,39773.02,70,70,568.1859999999999,10784.28571,19.323772,-99.116562
Apartamento,Cuajimalpa,"19.355751,-99.299347",1915000,MXN,1897676.27,100894.61,80,80,1261.182625,23937.5,19.355751,-99.299347
Apartamento,Benito Juárez,"19.3638234,-99.1444714",2995000,MXN,3049294.95,162123.24,145,64,1118.09131,46796.875,19.3638234,-99.1444714
Apartamento,Tlalpan,"19.295665,-99.132282",2590000,MXN,2566570.1,136457.99,100,100,1364.5799,25900,19.295665,-99.132282
Apartamento,Cuauhtémoc,"19.436024,-99.15461",4500000,MXN,4459291.65,237089.17,64,64,3704.518281,70312.5,19.436024,-99.15461
Casa,Coyoacán,"19.315164,-99.111722",6750000,MXN,6688937.57,355633.76,335,335,1061.5933134328359,20149.25373,19.315164,-99.111722
Apartamento,Benito Juárez,"19.394073,-99.153915",5100000,MXN,5053863.88,268701.06,135,135,1990.3782222222221,37777.77778,19.394073,-99.153915
Casa,Álvaro Obregón,"19.337902,-99.236776",2010000,MXN,1991816.95,105899.83,200,200,529.49915,10050,19.337902,-99.236776
Apartamento,Venustiano Carranza,"19.415461,-99.124168",1148000,MXN,1137614.81,60484.08,65,65,930.5243076923077,17661.53846,19.415461,-99.124168
Casa,Álvaro Obregón,"19.390806,-99.195413",4600000,MXN,4558387.05,242357.82,350,350,692.4509142857144,13142.85714,19.390806,-99.195413
Apartamento,Iztacalco,"19.395058,-99.13078",1690000,MXN,1674711.66,89040.15,70,70,1272.0021428571429,24142.85714,19.395058,-99.13078
Apartamento,Álvaro Obregón,"19.3556628374,-99.2753872275",9900000,MXN,9812768.36,521719.88,184,184,2835.43413,53804.34783,19.35566284,-99.27538723
Casa,Benito Juárez,"19.3857490016,-99.1858577728",6000000,MXN,5947132.21,316193.86,60,185,5269.897667,32432.43243,19.385749,-99.18585777
Apartamento,Benito Juárez,"19.390912,-99.172242",4850000,MXN,4806125.47,255529.44,122,122,2094.503606557377,39754.09836,19.390912,-99.172242
Apartamento,Cuajimalpa,"19.355751,-99.299347",6400000,MXN,6342103.75,337193.49,110,110,3065.3953636363635,58181.81818,19.355751,-99.299347
Apartamento,Cuauhtémoc,"19.405298,-99.164986",6314000,MXN,6256881.69,332662.45,120,120,2772.1870833333332,52616.66667,19.405298,-99.164986
Apartamento,Benito Juárez,"19.39912,-99.141464",2439076,MXN,2417011.3,128506.33,62,62,2072.682741935484,39339.93548,19.39912,-99.141464
Apartamento,Cuauhtémoc,"19.441814,-99.156422",1154219,MXN,1143777.61,60811.74,117,117,519.7584615384616,9865.119658,19.441814,-99.156422
Apartamento,Cuajimalpa,"19.357350,-99.299792",630000,USD,11849355,630000,280,280,2250,2250,19.35735,-99.299792
Apartamento,Coyoacán,"19.312223,-99.105454",390000,MXN,386471.79,20547.72,65,65,316.11876923076926,6000,19.312223,-99.105454
Apartamento,Tlalpan,"19.27838,-99.199387",900000,MXN,891858.25,47417.83,48,48,987.8714583333334,18750,19.27838,-99.199387
Casa,Azcapotzalco,"19.473486,-99.185753",4500000,MXN,4459291.65,237089.17,276,144,859.0187319,31250,19.473486,-99.185753
Apartamento,Miguel Hidalgo,"19.437185,-99.2031466",18199800,MXN,18529736.21,985178.84,212,212,4647.07,87404.41608490566,19.437185,-99.2031466
Apartamento,Cuauhtémoc,"19.428767,-99.1459",990000,MXN,981276.68,52171.98,70,70,745.3140000000001,14142.85714,19.428767,-99.1459
Casa,Gustavo A Madero,"19.452751,-99.056419",1560000,MXN,1545887.73,82190.91,60,60,1369.8485,26000,19.452751,-99.056419
Casa,Álvaro Obregón,"19.338886,-99.252586",6006196,MXN,5951862.17,316445.34,200,200,1582.2267000000002,30030.98,19.338886,-99.252586
Apartamento,Gustavo A Madero,"19.4782031,-99.1326443",200744,MXN,198975.12,10579,43,43,246.0232558,4668.465116,19.4782031,-99.1326443
Casa,Álvaro Obregón,"19.365271,-99.232466",3210000,MXN,3180961.41,169123.61,80,80,2114.0451249999996,40125,19.365271,-99.232466
Apartamento,Benito Juárez,"19.403309,-99.145494",1283000,MXN,1271393.47,67596.75,60,60,1126.6125,21383.33333,19.403309,-99.145494
Apartamento,Iztapalapa,"19.350145,-99.086731",546000,MXN,541060.73,28766.82,66,66,435.8609090909091,8272.727273,19.350145,-99.086731
Apartamento,Benito Juárez,"19.399118,-99.167617",3500000,MXN,3468337.99,184402.69,110,110,1676.388090909091,31818.18182,19.399118,-99.167617
Apartamento,Benito Juárez,"19.394358,-99.177444",5141500,MXN,5096196.74,270951.79,103,103,2630.599903,49917.47573,19.394358,-99.177444
Apartamento,Miguel Hidalgo,"19.402944,-99.199727",1163000,MXN,1152479.17,61274.38,60,60,1021.2396666666666,19383.33333,19.402944,-99.199727
Casa,Venustiano Carranza,"19.4479726,-99.1105131",1850000,MXN,1833698.97,97493.1,170,400,573.4888235,4625,19.4479726,-99.1105131
Apartamento,Benito Juárez,"19.390031,-99.174182",3980000,MXN,3943995.74,209692.2,108,108,1941.5944444444447,36851.85185,19.390031,-99.174182
Apartamento,Cuauhtémoc,"19.453201,-99.132967",547334,MXN,542382.59,28837.1,60,60,480.6183333333333,9122.233333,19.453201,-99.132967
Casa,Tlalpan,"19.281993,-99.181179",1971724,MXN,1953887.16,103883.2,150,150,692.5546666666667,13144.82667,19.281993,-99.181179
Apartamento,Cuauhtémoc,"19.417636,-99.153292",858000,MXN,850238.24,45205,69,69,655.1449275362319,12434.78261,19.417636,-99.153292
